State Name,District Name,Block Name,Panchayat Name,Village Name,Habitation Name,Quality Parameter,Year
ASSAM,CHIRANG,BOROBAZAR,SILBARI-BHOWRAGURI,3700 DDAKHIN MAKATRA -IV.,FAKIR PARA,Iron,1/4/2010
WEST BENGAL,NORTH 24 PARGANAS,BASIRHAT - II,DHANYA KURIA,NEHALPUR,CHASA PARA,Iron,1/4/2009
BIHAR,KATIHAR,KATIHAR,GARVAILI,BATHAILI,BATHELI,Iron,1/4/2009
RAJASTHAN,BARMER,SINDHARY,HOODU,PANANIYON KA TALA,SARNO & MAIYON KI DHANI,Salinity,1/4/2010
RAJASTHAN,BARMER,BARMER,BHADRESH,DHANORA TALA,AAMBANI BHEELO KI DHANI,Salinity,1/4/2010
ORISSA,Kendrapara,Mashaghai,GARJANGA,GARAJANGA,MOHAPATRA SAHI,Iron,1/4/2012
BIHAR,KHAGARIA,BELDAUR,EHORHALI,EHORHALI,BISHANI BATHAN,Iron,1/4/2009
WEST BENGAL,HUGLI,PANDUA,JAYAR-DWARBASINI,NARIKELSANRA,SCHOOL PARA,Iron,1/4/2009
KARNATAKA,UDUPI ,UDUPI,BADA,BADA,MULLAGUDDE,Iron,1/4/2010
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,SAHEBPUR KAMAL WEST,SAHEBPUR KAMAL,PACHIYARI TOLA,Iron,1/4/2012
ORISSA,RAYAGADA,KASHIPUR,CHANNDRAGIRI,CHANDAGIRI,NUASAHI,Iron,1/4/2009
BIHAR,SUPAUL,RAGHOPUR,JAGDISHPUR,KARJAIN,DHOBI TOLA,Iron,1/4/2010
MADHYA PRADESH,RAISEN,OBEDULLAGANJ,SEMRI KHURD,SILARI,SILARI,Iron,1/4/2009
ORISSA,KENDUJHAR,HATADIHI,HABALESWAR,HABALESWAR,RAJPUT SAHI,Iron,1/4/2011
KARNATAKA,YADGIR,SHORAPUR,KHANAPUR SH,KHANAPUR SH,KHANAPUR SH,Iron,1/4/2012
KARNATAKA,DAVANGERE,HONNALI,HAVELI KADADAKATTE,DEVANAYAKANAHALLI,DEVANAYAKANAHALLI,Fluoride,1/4/2010
RAJASTHAN,AJMER,JAWAJA,DURGAWAS,RAMAWAS,RAMAWAS,Fluoride,1/4/2009
RAJASTHAN,BARMER,SHEO,RAJDAL,MATI KA GOL,SAWAI SINGH KI DHANI,Salinity,1/4/2009
ORISSA,MAYURBHANJ,KARANJIA,BALA,SANBADAPASI,SANABEDAPOSI,Iron,1/4/2011
CHATTISGARH,BASTAR,MAKDI,THEMGAON,THEMGAON,BADEPARA,Iron,1/4/2009
BIHAR,SUPAUL,MARAUNA,KADMAHA,PARARI,PARRI MUSHHARI,Iron,1/4/2012
CHATTISGARH,JASHPUR,MANORA,SARDIH,SARDIH,BARPATH,Iron,1/4/2010
BIHAR,SUPAUL,PIPRA,AMAHA,AMAHA,AMAHA,Iron,1/4/2012
ASSAM,JORHAT,TITABAR,CHARAIPANI,NO.4 CHARAIPANI GRANT,NO.4  CHARAIPANI,Arsenic,1/4/2011
RAJASTHAN,NAGAUR,NAGAUR,DEU,PACHARON WA BICHHON KI DHANI,SUTHARO KI DHANI,Fluoride,1/4/2011
MADHYA PRADESH,SEONI,DHANORA,DEORI MULLA,DEORI MULLA,DEORI MULLA,Fluoride,1/4/2011
ORISSA,JAJAPUR,DASARATHPUR,GRAMANANDIPUR,BABALPUR,MATHASAHI,Iron,1/4/2010
ORISSA,CUTTACK,TANGI AND CHOUDWAR,KOTASAHI.,BANDALO,BANDALO,Iron,1/4/2011
RAJASTHAN,BARMER,DHORIMANA,LOOKHU,ARDARSH LOOKHOO,JANIYO KI DHANI,Salinity,1/4/2010
RAJASTHAN,RAJSAMAND,KUMBHALGA,VARDADA,BARDARA,BARDARA,Salinity,1/4/2009
WEST BENGAL,BANKURA,TALDANGRA,HARMASRA,KOLSULI,KOLSULI,Fluoride,1/4/2012
RAJASTHAN,JODHPUR,OSIAN,NANDIYA KALLA,NANDIYA KALAN,MEGHWALON KD GHATI SINGH,Fluoride,1/4/2011
MAHARASHTRA,SATARA,JAOLI,KHARSHI T KUDAL,KHARSHI T. KUDAL,KHARSHI T. KUDAL,Fluoride,1/4/2009
RAJASTHAN,BARMER,BAITU,PARAU,PEERANI SAI. KI DHANI,MUKNANI GODARO KI DHANI,Salinity,1/4/2009
TAMIL NADU,NAGAPATTINAM,SEMBANARKOIL,MELAIYUR,MELAIYUR,IYYER COLONY,Iron,1/4/2009
RAJASTHAN,JODHPUR,MANDOR,JOLIYALI,JOLIYALI,JOLIYALI,Salinity,1/4/2009
ORISSA,PURI,PURI SADAR,CHANDAN PUR,CHANDANPUR,CHHACHI KHAI GOHIRI,Salinity,1/4/2011
KERALA,MALAPPURAM,PERUMPADAPPU,MARANCHERI,MARANCHERI,WARD XIII,Iron,1/4/2011
MADHYA PRADESH,SEONI,CHHAPARA,SUWAKHEDA,SUWAKHEDA,RANDHIR NAGAR,Fluoride,1/4/2010
BIHAR,MADHEPURA,BIHARIGANJ,LAXMIPUR LALCHAND,LACHHMIPUR,YADAV TOLA,Iron,1/4/2010
RAJASTHAN,GANGANAGAR,ANOOPGARH,3 SAD,2 SAD,2 SAD,Salinity,1/4/2009
GUJARAT,BANAS KANTHA,KANKREJ,NANA JAMPURA,NANA JAMPUR,NANA JAMPURA,Fluoride,1/4/2012
ORISSA,GANJAM,SHERAGADA,NARENDRAPUR,RAMACHANDRAPUR,NEAR SIVA TAMPLE,Nitrate,1/4/2010
BIHAR,BANKA,KATORIA,JAMDAHA,BOKANWA,SOHRI TARI,Fluoride,1/4/2009
CHATTISGARH,DANTEWADA,SUKMA,MANKA PAL,MANKAPAL,BORRA PARA,Iron,1/4/2009
RAJASTHAN,BARMER,BAITU,KASHUMBLA BHATIYAN,KESUMBLA HARCHAND,CHARNET,Salinity,1/4/2009
ASSAM,DARRANG,SIPAJHAR,PATHARIGHAT,PATHARIGHAT,BARUAH CHUBA,Iron,1/4/2011
RAJASTHAN,NAGAUR,NAGAUR,PABOOSAR,PABOOSAR,RID MAL WALE BRAHMAN JATO KI DHANI,Salinity,1/4/2011
TRIPURA,DHALAI  ,CHAWMANU,MANIKPUR,NIJA CH. KR. PARA,JURI KR. PARA,Iron,1/4/2009
ASSAM,NAGAON,BATADRAWA,UPPER DOMDOMIA,RAMPUR PAM,UTTAR CHUBURI,Iron,1/4/2012
KERALA,PALAKKAD,MALAMPUZHA,POLPULLY,POLPULLY,ATHIKODU,Fluoride,1/4/2009
ORISSA,KENDUJHAR,CHAMPUA,PADUA,SUNAPOSI,CHATURISAHI,Iron,1/4/2011
CHHATTISGARH,BIJAPUR,BHOPAL PATNAM,GUNLAPENTA,GULAPENTA,BILLAPARA,Iron,1/4/2012
BIHAR,PURNIA,BANMANKHI,GORIPUR,BELA PEMU MILIK,HARIJAN TOLA,Iron,1/4/2009
CHATTISGARH,JASHPUR,PHARSABAHAR,KUMHARBAHAR,KUMHARBAHR,BIJATOLI,Iron,1/4/2011
BIHAR,ARARIA,KURSAKATTA,KUARI,ASARAJA,GOTH ASARAHA TOLA,Iron,1/4/2009
BIHAR,KISHANGANJ,THAKURGANJ,PATHARIA,PATHARIA,YOGI TOLA,Iron,1/4/2009
CHHATTISGARH,KORBA,KORBA,SHYANG,CHHIRHUT,PATHARA PARA,Iron,1/4/2012
UTTAR PRADESH,PRATAPGARH,SINGHIPUR,MUSTAFABAD,MUSTAFABAD,NEELKHANT PURWA,Fluoride,1/4/2010
ASSAM,TINSUKIA,SADIYA,KUNDIL,DESAI MIRI,DESAI MIRI,Iron,1/4/2009
RAJASTHAN,BIKANER,KOLAYAT,KHARI CHARNAN,GANGAPURA,PILAP,Salinity,1/4/2009
RAJASTHAN,JODHPUR,BAP,GHANTIYALI,IMAM NAGAR,KARIM / HASAN KHAN KD,Salinity,1/4/2012
WEST BENGAL,SOUTH 24 PARAGANAS,FALTA,MALLICKPUR,RAJARAMPUR,GHOL RAJARAMPUR,Salinity,1/4/2011
WEST BENGAL,NADIA,KALIGANJ,DEBAGRAM,DINGEL,DINGEL MATH PARA,Arsenic,1/4/2009
RAJASTHAN,NAGAUR,JAYAL,PHARDOD,PHARDOD,GUJARON KI DHANI,Fluoride,1/4/2011
RAJASTHAN,JAISALMER,SANKRA,RAMDEORA,MAWA,BALI KHAN KI DHANI,Fluoride,1/4/2009
ASSAM,SONITPUR,BARCHALA,PIRAKATA,BAGARI BARI GAON,BAGARI BARI UPPER,Iron,1/4/2012
ORISSA,NUAPADA,NUAPADA,KENDUBAHARA,JAMUSALEBHATA,BHUTKA PADA,Fluoride,1/4/2010
KARNATAKA,CHITRADURGA,CHITRADURGA ,KUNABEVU ,HUNSEKATTE,HUNSEKATTE,Nitrate,1/4/2011
KARNATAKA,DAKSHIN KANNAD,PUTTUR,BADAGANNURU,BADAGANNURU,BADAGANNURU,Iron,1/4/2011
TRIPURA,SOUTH TRIPURA,MATABARI,SALGARA,DHAR PARA,PASCHIM PARA,Iron,1/4/2009
TRIPURA,NORTH TRIPURA,GOURNAGAR,BIRCHANDRA NAGAR,DALUGAON,DALUGAON,Iron,1/4/2009
RAJASTHAN,JAISALMER,SAM,MANGALIYAWAS,MANGLIYAWAS,MANGALIYAWAS,Salinity,1/4/2010
ORISSA,NABARANGAPUR,NANDAHANDI,DOHANA,NUAGAN,NUAGAM,Iron,1/4/2011
RAJASTHAN,BARMER,SHEO,CHETRODI,CHETRORI,CHETRORI,Salinity,1/4/2010
BIHAR,SUPAUL,SUPAUL,BALHA,KATAIA,K. HARIJAN TOLA,Iron,1/4/2011
ASSAM,BAKSHA,GORESWAR,GURMOW,GURMOU,SALMARA,Iron,1/4/2010
GUJARAT,BANAS KANTHA,VADGAM,KODERAM,KODARAM,KODERAM,Fluoride,1/4/2011
UTTAR PRADESH,RAE BARELI,BAHADURPUR,FAREEDPUR PARWAR,FAREEDPUR PARWAR,FAREEDPUR PARWAR,Salinity,1/4/2009
BIHAR,SAHARSA,MAHISHI,MAUNAR,JALAI,JALAI PUNCHBAS,Iron,1/4/2012
TRIPURA,DHALAI  ,MANU,NALKATA,82 MILES PROPER,KALENJAY SING PARA,Iron,1/4/2011
RAJASTHAN,CHITTAURGARH,KAPASAN,TURKIYA KHURD,LAKHA KA KHERA,LAKHO KA KHERA,Fluoride,1/4/2011
BIHAR,MUNGER,DHARHARA,SHIVKUND,SHIBKUND,BHUMIHAR TOLA,Arsenic,1/4/2012
CHATTISGARH,KORIYA,KHADGAWANA,INDERPUR,INDARPUR,PATELPARA,Iron,1/4/2011
MADHYA PRADESH,ALIRAJPUR,ALIRAJPUR,KANPUR,KANPUR,CHONGAD,Fluoride,1/4/2009
RAJASTHAN,SIKAR,FATEHPUR,DEENWA LADKHANI,DEENWA LADKHANI,DEENWA LADKHANI,Fluoride,1/4/2010
UTTAR PRADESH,BAHRAICH,TEJWAPUR,NARAHAR GONDA,NARAHAR GONDA,GADERIYAN PURWA,Arsenic,1/4/2010
WEST BENGAL,NADIA,KALIGANJ,PLASSEY-I,ERARDANGA,MUSHLIMPARA,Iron,1/4/2009
RAJASTHAN,NAGAUR,PARBATSAR,MAYAPUR,MAYAPUR,GUDA KI DHANI,Salinity,1/4/2009
BIHAR,BEGUSARAI,BIRPUR,NOULA,NAULA,PASI TOLA,Iron,1/4/2009
BIHAR,JAMUI,JHAJHA,MAHAPUR,BARMASIA,LOWER BARMASIA,Fluoride,1/4/2010
TRIPURA,DHALAI  ,SALEMA,SIMBUCKCHAK,KHUPSHTIER PARA,NAICHUNGJOY PARA,Iron,1/4/2012
RAJASTHAN,BARMER,SINDHARY,KAMTHAI,TAKU BERI,LUKHO KI DHANI,Salinity,1/4/2010
MAHARASHTRA,JALGAON,DHARANGAON,KANDARI BK.,KANDARI BK.,KANDARI BK.,Nitrate,1/4/2012
BIHAR,JAMUI,CHAKAI,KIYAJORI,SATSALA,LOWER TOLA,Fluoride,1/4/2009
BIHAR,ARARIA,PALASI,NAKTA KHURD,NAKTA KHURD,HARIZON TOLA,Iron,1/4/2011
ORISSA,NUAPADA,KOMNA,BUDHI KOMNA,PANDARAPATHAR,MAJHI PADA,Fluoride,1/4/2012
ASSAM,LAKHIMPUR,TELAHI,PACHIM TELAHI,BAMUN GAYAN,BAMUN GAON,Arsenic,1/4/2009
KARNATAKA,RAICHUR,SINDHNUR,GOUDANBHAVI,SULTANPURA,SULTANPURA,Fluoride,1/4/2009
RAJASTHAN,BHARATPUR,WEIR,DHARSONI,DHARSONI,NAGLA TALCHERA,Salinity,1/4/2012
BIHAR,BANKA,KATORIA,DAMODRA,BURHIGHAT,SOUTH TOLA,Fluoride,1/4/2009
RAJASTHAN,BARMER,DHORIMANA,KHARI,BHARTE KI BERI,BHILO KI DHANI,Salinity,1/4/2009
BIHAR,KISHANGANJ,KOCHADHAMIN,HALDIKHORA,HALDIKHORA,KAMAR TOLA,Iron,1/4/2009
ORISSA,MALKANGIRI,Podia,BAPANPALLI,Poluru,POLLARU,Iron,1/4/2011
MAHARASHTRA,PARBHANI,SELU,DIGRAS JAHAGIR,DIGRAS JAHAGIR,DIGRAS JAHAGIR,Fluoride,1/4/2012
RAJASTHAN,NAGAUR,JAYAL,KHERAT,JANEWA (WEST),RAJPUTON KI DHANI,Salinity,1/4/2012
RAJASTHAN,JODHPUR,BALESAR,DEWATOO,DEWATOO,KHETARAM GANESHARAM MEGHWAL KD,Salinity,1/4/2011
ORISSA,Jagatsinghapur,ERSAMA,AMBIKI,AMBIKI,PRADHAN SAHI,Iron,1/4/2012
TRIPURA,SOUTH TRIPURA,SATCHAND,NABAGRAM,MANTU DAS PARA,NIMCHAND PARA,Iron,1/4/2011
ASSAM,LAKHIMPUR,GHILAMORA,BORDOI,ANUWA ATI,KHAJANA CHUK,Iron,1/4/2010
ASSAM,UDALGURI,ROWTA,KAJIAMATI,NO.1 JORPUKHURI,NEW HADAGURI,Iron,1/4/2010
ORISSA,BHADRAK,BHADRAK,BANIA,SARAGADIA,NAYAKSAHI,Iron,1/4/2009
RAJASTHAN,BARMER,SHEO,RAJDAL,KHUDAL,KHURAL,Salinity,1/4/2012
RAJASTHAN,JODHPUR,PHALODI,BHOJASAR,CHHITAR BERA,SHIMARTHANI KD,Salinity,1/4/2010
RAJASTHAN,BHILWARA,BHILWARA,KODUKOTA,KODU KOTA,MINO KA KHERA,Salinity,1/4/2010
ORISSA,Nayagarh,BHAPUR,BHAGABANPUR,Betakholi,BATAKHOLI,Iron,1/4/2010
RAJASTHAN,BARMER,BALOTRA,UMARLAI,JANIYANA,BHILON KI DHANI,Salinity,1/4/2012
RAJASTHAN,JODHPUR,SHERGARH,SHERGARH,RAMNAGAR,MEGHWAL BHINJO RAM KD,Salinity,1/4/2012
ORISSA,MAYURBHANJ,KHUNTA,KARKACHIA,PANUDAS KHUNTA,SANKAIMA,Iron,1/4/2010
JHARKHAND,JAMTARA,NALA,KALI PAHARI,KASTA,BAURI PARA,Iron,1/4/2009
WEST BENGAL,MURSHIDABAD,BELDANGA - I,CHAITANYAPUR-II,MANIKNAGAR,FATENAGAR,Arsenic,1/4/2009
BIHAR,PURNIA,BAISA,RAUTA,BHEBRA,ARATHA,Iron,1/4/2010
RAJASTHAN,JODHPUR,SHERGARH,GUMAN SINGH PURA,RANJEET NAGAR,MAHECHA DOONGAR SINGH KD,Salinity,1/4/2010
KARNATAKA,KOLAR,KOLAR,VAKKALERI,VAKKALERI,VAKKALERI,Fluoride,1/4/2012
ORISSA,BHADRAK,CHANDABALI,KARANJMAL,KUSUNPUR,BARIK SAHI,Iron,1/4/2009
CHATTISGARH,RAJNANDAGON,CHHURIA,BHOLAPUR,BHOLAPUR,BHOLAPUR,Iron,1/4/2010
ORISSA,CUTTACK,TANGI AND CHOUDWAR,UCHHAPADA,KADEI,SAHARASAHI,Iron,1/4/2010
KERALA,ALAPPUZHA,AMBALAPUZHA,PURAKKADU,PURACADU,WARD-V,Fluoride,1/4/2009
RAJASTHAN,JODHPUR,SHERGARH,GADA,GARA,BAPURO MEGHWAL KD,Salinity,1/4/2011
KERALA,THRISSUR,KODUNGALLOOR,EDAVILANGU,EDAVILANGU,KUNJAYANI,Salinity,1/4/2009
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,MADHYAMPUR,MANIKPUR,MANIKPUR,Iron,1/4/2009
RAJASTHAN,NAGAUR,NAGAUR,TANTWAS,TANTWAS,RAJ. SUTHAR MEGH. KI DHANI,Salinity,1/4/2011
ORISSA,PURI,GOP,BADAGAON,ILLAJANGA,HARIJAN SAHI,Salinity,1/4/2009
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,ABHOYPUR,RANGA POTHAR,1 NO RONGAPATHAR,Iron,1/4/2009
ORISSA,Nayagarh,NAYAGARH,LENKUDIPADA,LENKUDIPADA,HARIJAN SAHI,Iron,1/4/2012
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,MOHAMADPUR,BHOTIA,BELA TOLA,Iron,1/4/2011
RAJASTHAN,BARMER,DHORIMANA,BORCHARNAN,PHARRODO KI DHANI,PHARDODO KI DHANI,Salinity,1/4/2009
KARNATAKA,DAVANGERE,DAVANAGERE,AVARAGOLLA,DEVARA HATTI,DEVARA HATTI,Salinity,1/4/2009
RAJASTHAN,JODHPUR,BALESAR,UTAMBER,RAMNAGAR,DAU RAM MEGHWAL KD,Fluoride,1/4/2011
TRIPURA,WEST TRIPURA,JIRANIA,EAST BELBARI,SARAT SARDAR PARA,BASURAM PARA,Iron,1/4/2012
RAJASTHAN,JHUNJHUNUN,NAWALGARH,DUNDLOD,DUNDLOD,DUNDLOD,Salinity,1/4/2009
RAJASTHAN,CHURU,CHURU,SATRA,RAYPURIYA,RAIPURIYA,Salinity,1/4/2012
RAJASTHAN,BHARATPUR,DEEG,TODA,JATERI,JATERI,Salinity,1/4/2009
WEST BENGAL,SOUTH 24 PARAGANAS,MAGRAHAT-I,LAKSHMIKANTAPUR,HARIPUR,MORAPAI PURBAPARA,Salinity,1/4/2011
ORISSA,PURI,KAKATPUR,LATAHARAN,BHANGAGHARA,KHAUPURBASTI,Iron,1/4/2009
RAJASTHAN,NAGAUR,MUNDWA,KHATORA,KHATORA,DHANOLAI NADI,Fluoride,1/4/2011
WEST BENGAL,NORTH 24 PARGANAS,BASIRHAT - II,KHOLAPOTA,PURBBA BIBIPUR,DAKHIN PASCHIM PARA,Arsenic,1/4/2010
BIHAR,PURNIA,BAISI,GANGHAR GHOSH,GANGHAR,SIMALYA,Iron,1/4/2010
ORISSA,PURI,KANAS,KADUA,KADUA,BALISAHI,Salinity,1/4/2010
KARNATAKA,TUMKUR,KUNIGAL,YADAVANI,UNGRA,UNGRA  J.H.C,Salinity,1/4/2012
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,BHAPTIYAHEE,GARHIA,CHAMAR TOLA*,Iron,1/4/2012
CHATTISGARH,DHAMTARI,NAGARI,GEDRA,BEDHAWAPATHRA,MAIN HABITAT,Iron,1/4/2009
TRIPURA,WEST TRIPURA,DUKLI,BIKRAMNAGAR,SEKERKOTE UTTAR PARA,RAJJESWARI PUR,Iron,1/4/2011
BIHAR,KISHANGANJ,THAKURGANJ,MALIN GAON,AMBARI,HEMLA,Iron,1/4/2011
ORISSA,ANUGUL,PALALAHADA,NAGIRA,RADA,TALA SAHI,Iron,1/4/2010
WEST BENGAL,NADIA,CHAKDAH,SILINDA-II,SRINAGAR,PITULI TOLA,Arsenic,1/4/2010
MADHYA PRADESH,CHHINDWARA,AMARWARA,BANDRA,BANDRA,BANDRA,Fluoride,1/4/2010
BIHAR,SAHARSA,NAUHATTA,KASHIMPUR,PARUHAR,PACHWARIYA TOLA,Iron,1/4/2009
TRIPURA,WEST TRIPURA,MANDAI,PATNI,  PATRI PARA,BURAKHA A.D.C.,Iron,1/4/2009
BIHAR,MADHEPURA,KISHANGANJ,SAHJADPUR,SHAHIDPUR,RAIJI BASA,Iron,1/4/2009
GUJARAT,NAVSARI  ,CHIKHALI,SAMROLI,SAMAROLI,NAVA FALIYA,Salinity,1/4/2010
RAJASTHAN,BARMER,BARMER,KHADEEN,GANDHI NAGAR,MOTARAM JAKHAR KI DHANI,Salinity,1/4/2009
RAJASTHAN,BHILWARA,SAHARA,NEGDIYA KHEDA,ARJUNPURA,KHAN KA KHERA,Fluoride,1/4/2011
ORISSA,KENDUJHAR,JHUMPURA,NAYAGARH,KATUPALI,DHATING SAHI,Iron,1/4/2010
ASSAM,DHEMAJI,SISSIBARGAON,BETANIPAM,BARATI GAON,BARUWATI GAON,Iron,1/4/2010
KARNATAKA,UDUPI ,KARKAL,MARNE,MARNE,Mangapady,Iron,1/4/2011
BIHAR,SAHARSA,SONBARSA,BIRAT PUR,PAITA,PAITA,Iron,1/4/2009
ASSAM,DHEMAJI,MURKONSELEK,SIMENCHAPORI,MAJGAON,MAJGAON,Iron,1/4/2010
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,JHALA DUMRI,JHILA DUMRI,SUTIHAR TOLA*,Iron,1/4/2010
BIHAR,SUPAUL,PIPRA,DUBIAHI,DUBIAHI,HARIJAT TOLA,Iron,1/4/2011
CHATTISGARH,BASTAR,BASTANAR,CHHOTEKILEPAL,CHHOTEKILEPAL,PATELPARA,Iron,1/4/2011
ORISSA,MAYURBHANJ,KARANJIA,BADAGAON,NADHAGADIA,NODHAGODIA,Iron,1/4/2012
ORISSA,NABARANGAPUR,KOSAGUMUDA,BAMUNI,KERLA,KHANDIGUDA,Iron,1/4/2012
RAJASTHAN,JALOR,RANIWARA,DANTWARA,DANTWARA,PANCH NADKA,Fluoride,1/4/2012
ORISSA,ANUGUL,PALALAHADA,KHEMLA,HATIBINDHA,UPPER SAHI,Iron,1/4/2009
KARNATAKA,CHIK BALLAPUR,SIDLAGHATTA,MALAMACHANAHALLI,MALAMACHANAHALLI,MALAMACHANAHALLI,Fluoride,1/4/2012
BIHAR,BANKA,KATORIA,HARHAR,HARHAR,MIDDLE TOLA,Fluoride,1/4/2012
CHATTISGARH,BASTAR,DARBHA,KELAOOR,KELAUR,MANJHIPARA,Iron,1/4/2010
BIHAR,SAHARSA,PATARGHAT,PATRGHAT,LACHHMIPUR,KAMAT TOLA,Iron,1/4/2010
RAJASTHAN,PALI,RANI,SALARIYA,SALARIYA,SALARIYA,Salinity,1/4/2010
ASSAM,DHEMAJI,MURKONSELEK,LAIMEKURI,RAMSING SITARAM CHAPORI,UTTAR RAMSHING CHAPORI,Iron,1/4/2012
CHHATTISGARH,BASTAR,LOHANDIGUDA,CHITRAKOT,BADANJI,SCHOOL PARA,Iron,1/4/2012
RAJASTHAN,BARMER,SHEO,KHABDALA,PUNJRAJ KA PAR,MOHKAM SINGH KI DHANI,Salinity,1/4/2012
RAJASTHAN,BHARATPUR,DEEG,KHOHRI,KHOHRI,KHOHRI,Salinity,1/4/2009
RAJASTHAN,BARMER,SHEO,GIRAB,KUBRIA,KUBRIYA,Salinity,1/4/2009
BIHAR,SAHARSA,NAUHATTA,MURADPUR,BHUSWAR,HARIJAN TOLA,Iron,1/4/2011
ORISSA,PURI,NIMAPARA,TULASIPUR,DANDIKERA,SANADANDIKERA PURBA SAHI,Iron,1/4/2011
BIHAR,KATIHAR,BARARI,BAISHA GOVINDPUR,BAISA GOBIND,BAISHA GOVINDPUR,Iron,1/4/2009
RAJASTHAN,BARMER,SINDHARY,PAYLA KHURD,PANYALA KHURD,KUMARO KI DHANI,Salinity,1/4/2009
KARNATAKA,MANDYA,MANDYA,KERAGODU,KERAGODU,KODIDODDY,Iron,1/4/2009
KARNATAKA,TUMKUR,PAVAGADA,NYAYADAKUNTE,NYAYADAKUNTE,CHIKKATHIMMANAHATTI,Iron,1/4/2011
ASSAM,NAGAON,RUPAHI,HATIPUKHURI,HATHI PUKHURI,PUB HATIPUKHURI,Iron,1/4/2010
PUDUCHERRY,PUDUCHERRY,VILLIANUR,MANNADIPET,KUNICHEMPET,KUNICHEMPET,Iron,1/4/2009
ORISSA,BARGARH,ATTABIRA,ATTABIRA,ATTABIRA,BHALUPALI,Iron,1/4/2011
RAJASTHAN,NAGAUR,JAYAL,CHHAJOLI,KASARI,KASARI,Fluoride,1/4/2010
RAJASTHAN,BHARATPUR,DEEG,AU,NAGLA RADHEY,NAGLA RADHEY,Salinity,1/4/2009
CHATTISGARH,BASTAR,KESHKAL,TOSKAPAL,TOSKAPAL,PATELPARA,Iron,1/4/2009
ORISSA,BALESHWAR,BALESWAR SADAR,PARIKHI,PARKHI,PANTA,Salinity,1/4/2009
TRIPURA,KHOWAI,PADMABIL,DAKSHIN RAM CHANDRA GHAT,NAKSHATRA BARI,KHAGRAISARDHAR PARA,Iron,1/4/2012
BIHAR,BEGUSARAI,BHAGWANPUR,MEHDOULI,MAHDAULI,HARIJAN TOLA,Iron,1/4/2009
KARNATAKA,BANGLORE URBAN,ANEKAL,NERIGA,NEKUNDI DOMMASANDRA,NEKUNDI DOMMASANDRA,Iron,1/4/2010
RAJASTHAN,TONK,DEOLI,DOONI,DOONI,DURGAPURA,Fluoride,1/4/2009
KARNATAKA,TUMKUR,PAVAGADA,THIRUMANI,ANNADANAPURA,ANNADANAPURA JHC,Fluoride,1/4/2010
TAMIL NADU,DINDIGUL,ATTUR,SITHAREVOO,SITHAREVU,NELLUR COLONY,Salinity,1/4/2009
RAJASTHAN,JALOR,BHINMAL,JERAN,ARNOO,PUROHITO KD,Fluoride,1/4/2011
MAHARASHTRA,BULDANA,SANGRAMPUR,SONALA,SONALA,SONALA,Nitrate,1/4/2010
RAJASTHAN,NAGAUR,JAYAL,ROTU,ROTOO,BHISHNOI KI DHANI (JANANA),Fluoride,1/4/2012
ASSAM,SONITPUR,SAKOMATHA,BALICHANG,NO.1 DHULI DILLICHANG,KARBI SUBA,Iron,1/4/2009
RAJASTHAN,JODHPUR,BALESAR,KETU KALLAN,KETOO KALAN,MEGHWALO BHEEKI PIDIRATO KD,Salinity,1/4/2009
WEST BENGAL,MALDAH,HABIBPUR,JAJAIL,MANIKORA,BANGAL PARA,Iron,1/4/2010
ASSAM,DHUBRI,MANKACHAR,BAGHAPARA,BARKONA,TELDHALA-II,Iron,1/4/2009
WEST BENGAL,PASCHIM MEDINIPUR,NAYAGRAM,KHARIKAMATHANI,BABURAM PATHRA,BAHURAMPAKHRA,Iron,1/4/2009
RAJASTHAN,BARMER,SINDHARY,NIMBAL KOT,BUDRANI HUDON KI DHANI,KUMBARO KI DHANI,Salinity,1/4/2010
TRIPURA,WEST TRIPURA,BISHALGARH,PADMANAGAR,ADIBASHI COLONEY,JAGABANDHU PARA,Iron,1/4/2009
ASSAM,TINSUKIA,SAIKHOWA,DANGARI,LAWPATI GAON NO.2,NAMANI CHUBURI,Iron,1/4/2010
RAJASTHAN,BARMER,SINDHARY,BERI WALA TALA,DUDIYO KI DHANI,LABHU SUTHAR NADIA,Salinity,1/4/2012
RAJASTHAN,BARMER,BAITU,HEERA KI DHANI,KHOTHON KI DHANI,GOKALONIYO KI DHANI,Salinity,1/4/2009
CHHATTISGARH,KORIYA,BHARATPUR,SHERI,SERI,SHERI TOLA,Iron,1/4/2012
RAJASTHAN,NAGAUR,PARBATSAR,ROONIJA,PARBATSAR (RURAL),BANDHA KI DHANI,Salinity,1/4/2011
RAJASTHAN,AJMER,JAWAJA,RAJIYAWAS,RAJIYAWAS,BHAMBHIYO KA BADIA,Salinity,1/4/2012
BIHAR,ARARIA,PALASI,DEGHLI,DEGHLI,MOTI HAT (NEHRU CHAK),Iron,1/4/2012
BIHAR,BANKA,CHANAN,SOUTH BARNE,CHIGULIYA,CHIGULIYA,Fluoride,1/4/2010
